Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Rajon Rondo,PG,28,DAL,2,2,18.5,4.5,10.0,.450,0.5,1.0,.500,4.0,9.0,.444,.475,0.0,0.0,,0.5,0.5,1.0,3.0,0.0,0.0,1.0,3.0,9.5,2015
Jeff Teague,PG,26,ATL,16,16,33.1,6.1,14.9,.410,1.3,4.1,.323,4.8,10.9,.443,.454,3.3,3.8,.867,0.6,2.6,3.2,6.7,1.5,0.4,2.7,2.1,16.8,2015
Klay Thompson,SG,24,GSW,21,21,36.2,7.1,15.9,.446,2.7,7.0,.390,4.4,9.0,.489,.531,1.7,2.1,.800,0.4,3.4,3.9,2.6,0.8,0.9,2.0,3.0,18.6,2015
John Wall,PG,24,WAS,7,7,39.0,6.1,15.7,.391,0.4,2.4,.176,5.7,13.3,.430,.405,4.7,5.6,.846,0.7,4.0,4.7,11.9,1.4,1.4,3.9,1.9,17.4,2015
Deron Williams,PG,30,BRK,6,6,32.0,4.5,11.5,.391,1.8,4.3,.423,2.7,7.2,.372,.471,1.0,1.2,.857,0.5,5.7,6.2,5.5,1.3,0.0,2.7,3.0,11.8,2015
LaMarcus Aldridge,PF,30,SAS,10,10,33.7,8.8,16.9,.521,0.2,0.2,1.000,8.6,16.7,.515,.527,4.1,4.6,.891,2.2,6.1,8.3,1.0,0.4,1.4,1.1,1.8,21.9,2016
Stephen Curry,PG,27,GSW,18,17,34.1,8.2,18.8,.438,4.4,11.0,.404,3.8,7.8,.486,.556,4.2,4.6,.916,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1,2016
DeMar DeRozan,SG,26,TOR,20,20,37.3,7.9,19.9,.394,0.2,1.3,.154,7.7,18.6,.411,.399,5.0,6.2,.813,0.7,3.5,4.2,2.7,1.1,0.2,2.3,2.6,20.9,2016
Goran Dragic,PG,29,MIA,14,14,33.7,6.5,14.7,.442,1.1,3.3,.348,5.4,11.4,.469,.481,2.4,3.1,.767,0.8,4.1,4.9,3.9,0.4,0.2,2.2,3.3,16.5,2016
Kevin Durant,SF,27,OKC,18,18,40.3,9.7,22.6,.430,1.7,6.1,.282,8.0,16.5,.485,.468,7.2,8.1,.890,0.7,6.4,7.1,3.3,1.0,1.0,3.6,2.1,28.4,2016
Paul George,SF,25,IND,7,7,39.3,8.0,17.6,.455,2.6,6.1,.419,5.4,11.4,.475,.528,8.7,9.1,.953,1.3,6.3,7.6,4.3,2.0,0.7,3.3,3.4,27.3,2016
Draymond Green,PF,25,GSW,23,23,38.2,5.2,12.0,.431,1.7,4.5,.365,3.5,7.5,.471,.500,3.4,4.7,.738,1.7,8.3,9.9,6.0,1.6,1.8,2.4,3.5,15.4,2016
Blake Griffin,PF,26,LAC,4,4,31.8,5.0,13.3,.377,0.3,0.5,.500,4.8,12.8,.373,.387,4.8,6.3,.760,1.8,7.0,8.8,4.0,0.8,0.5,2.3,2.3,15.0,2016
James Harden,SG,26,HOU,5,5,38.6,8.2,20.0,.410,2.6,8.4,.310,5.6,11.6,.483,.475,7.6,9.0,.844,1.4,3.8,5.2,7.6,2.4,0.2,5.2,2.6,26.6,2016
Al Horford,C,29,ATL,10,10,32.7,5.4,11.6,.466,1.1,2.8,.393,4.3,8.8,.489,.513,1.5,1.6,.938,1.3,5.2,6.5,3.0,1.2,2.4,1.7,2.5,13.4,2016
Dwight Howard,C,30,HOU,5,5,36.0,5.2,9.6,.542,0.0,0.2,.000,5.2,9.4,.553,.542,2.8,7.6,.368,5.2,8.8,14.0,1.6,0.8,1.4,2.4,4.2,13.2,2016
Andre Iguodala,SF,32,GSW,24,3,32.0,3.3,6.8,.476,1.0,2.7,.385,2.2,4.1,.535,.552,1.3,2.4,.561,1.5,2.9,4.4,3.8,1.2,0.4,1.0,1.5,8.9,2016
Kyrie Irving,PG,23,CLE,21,21,36.9,9.6,20.1,.475,2.4,5.5,.440,7.1,14.6,.489,.535,3.7,4.2,.875,0.7,2.2,3.0,4.7,1.7,0.6,2.3,2.2,25.2,2016
LeBron James,SF,31,CLE,21,21,39.1,10.4,19.9,.525,1.5,4.5,.340,8.9,15.4,.579,.564,3.9,5.9,.661,2.0,7.5,9.5,7.6,2.3,1.3,3.6,2.6,26.3,2016
Joe Johnson,SF,34,MIA,14,14,35.1,4.9,11.3,.430,0.9,3.3,.283,3.9,8.0,.491,.472,1.5,1.7,.875,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,2016
DeAndre Jordan,C,27,LAC,6,6,33.0,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,3.7,9.8,.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,2016
Kyle Korver,SG,34,ATL,10,8,31.6,3.5,7.5,.467,2.4,5.4,.444,1.1,2.1,.524,.627,0.9,0.9,1.000,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,2016
David Lee,PF,32,DAL,2,0,16.5,3.0,4.0,.750,0.0,0.0,,3.0,4.0,.750,.750,0.0,0.0,,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,2016
Kawhi Leonard,SF,24,SAS,10,10,33.9,8.3,16.6,.500,1.7,3.9,.436,6.6,12.7,.520,.551,4.2,5.1,.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,2016
Damian Lillard,PG,25,POR,11,11,39.7,8.1,22.0,.368,3.8,9.7,.393,4.3,12.3,.348,.455,6.5,7.1,.910,1.1,3.2,4.3,6.3,1.3,0.3,3.0,2.1,26.5,2016
Kevin Love,PF,27,CLE,20,19,30.7,4.6,12.0,.385,2.3,5.6,.414,2.3,6.4,.359,.481,3.2,3.8,.840,1.7,7.1,8.8,2.1,0.5,0.4,1.4,1.7,14.7,2016
Kyle Lowry,PG,29,TOR,20,20,38.3,6.6,16.5,.397,2.1,6.9,.304,4.5,9.6,.464,.461,3.9,5.2,.750,0.9,3.8,4.7,6.0,1.6,0.2,3.2,3.7,19.1,2016
Paul Millsap,PF,30,ATL,10,10,36.5,5.9,13.7,.431,0.8,3.3,.242,5.1,10.4,.490,.460,4.1,5.5,.745,2.8,6.6,9.4,2.7,1.3,2.3,2.6,2.9,16.7,2016
Tony Parker,PG,33,SAS,10,10,26.4,4.4,9.8,.449,0.4,1.6,.250,4.0,8.2,.488,.469,1.2,1.4,.857,0.1,2.1,2.2,5.3,0.6,0.2,1.8,1.5,10.4,2016
Chris Paul,PG,30,LAC,4,4,31.3,9.3,19.0,.487,1.5,5.0,.300,7.8,14.0,.554,.526,3.8,3.8,1.000,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8,2016
Zach Randolph,PF,34,MEM,4,4,30.0,5.8,15.5,.371,0.0,0.0,,5.8,15.5,.371,.371,1.5,1.8,.857,3.8,5.0,8.8,1.8,0.3,0.0,1.8,2.5,13.0,2016
Jeff Teague,PG,27,ATL,10,10,27.9,4.6,12.1,.380,0.9,3.6,.250,3.7,8.5,.435,.417,4.4,5.2,.846,0.3,1.6,1.9,6.2,0.6,0.2,2.5,3.0,14.5,2016
Klay Thompson,SG,25,GSW,24,24,35.4,8.4,18.9,.444,4.1,9.6,.424,4.3,9.3,.464,.552,3.4,4.0,.854,0.6,3.0,3.7,2.3,1.1,0.4,2.0,2.2,24.3,2016
Dwyane Wade,SG,34,MIA,14,14,33.8,8.5,18.1,.469,0.9,1.6,.522,7.6,16.5,.463,.492,3.6,4.6,.781,0.9,4.8,5.6,4.3,0.8,0.9,2.7,1.6,21.4,2016
Kemba Walker,PG,25,CHO,7,7,37.1,8.0,21.9,.366,2.0,6.1,.326,6.0,15.7,.382,.412,4.7,5.0,.943,0.4,2.6,3.0,4.0,1.3,0.6,1.7,1.4,22.7,2016
Russell Westbrook,PG,27,OKC,18,18,37.4,8.8,21.8,.405,1.9,5.8,.324,6.9,16.0,.434,.448,6.4,7.8,.829,2.3,4.6,6.9,11.0,2.6,0.1,4.3,2.4,26.0,2016
Deron Williams,PG,31,DAL,3,3,16.3,2.0,6.0,.333,1.0,2.3,.429,1.0,3.7,.273,.417,0.0,0.0,,0.0,0.7,0.7,2.7,0.3,0.0,2.3,2.0,5.0,2016
LaMarcus Aldridge,PF,31,SAS,16,16,33.6,6.9,15.0,.458,0.1,0.9,.143,6.8,14.1,.478,.463,2.6,3.4,.764,2.7,4.8,7.4,1.5,0.6,1.0,1.8,2.6,16.5,2017
Giannis Antetokounmpo,SF,22,MIL,6,6,40.5,10.0,18.7,.536,0.7,1.7,.400,9.3,17.0,.549,.554,4.2,7.7,.543,1.7,7.8,9.5,4.0,2.2,1.7,3.3,3.5,24.8,2017
Bradley Beal,SG,23,WAS,13,13,38.8,9.4,19.9,.471,2.2,7.8,.287,7.2,12.2,.589,.527,3.8,4.7,.820,1.2,2.2,3.4,2.7,1.6,0.6,2.1,2.9,24.8,2017
Jimmy Butler,SF,27,CHI,6,6,39.8,7.7,18.0,.426,1.0,3.8,.261,6.7,14.2,.471,.454,6.3,7.8,.809,1.5,5.8,7.3,4.3,1.7,0.8,2.5,1.7,22.7,2017
Stephen Curry,PG,28,GSW,17,17,35.4,8.9,18.4,.484,4.2,10.1,.419,4.6,8.2,.564,.599,6.1,6.7,.904,1.3,4.9,6.2,6.7,2.0,0.2,3.4,2.2,28.1,2017
DeMar DeRozan,SG,27,TOR,10,10,37.3,7.6,17.5,.434,0.1,1.5,.067,7.5,16.0,.469,.437,7.1,8.0,.888,0.4,4.5,4.9,3.4,1.4,0.0,2.5,2.6,22.4,2017
Kevin Durant,PF,28,GSW,15,15,35.5,9.9,17.9,.556,2.5,5.7,.442,7.4,12.1,.610,.627,6.1,6.9,.893,1.1,6.9,7.9,4.3,0.8,1.3,2.5,2.6,28.5,2017
Marc Gasol,C,32,MEM,6,6,40.0,6.5,13.8,.470,1.2,2.0,.583,5.3,11.8,.451,.512,5.2,5.5,.939,1.2,5.3,6.5,4.2,0.3,0.7,2.5,3.7,19.3,2017
Pau Gasol,C,36,SAS,16,7,22.8,3.1,7.1,.439,0.4,1.1,.333,2.8,6.0,.458,.465,1.1,1.5,.708,2.4,4.7,7.1,1.9,0.4,0.9,1.1,2.2,7.7,2017
Paul George,SF,26,IND,4,4,43.0,8.5,22.0,.386,4.5,10.5,.429,4.0,11.5,.348,.489,6.5,7.5,.867,1.3,7.5,8.8,7.3,1.8,0.5,3.3,3.3,28.0,2017
Draymond Green,PF,26,GSW,17,17,34.9,4.2,9.5,.447,1.9,4.6,.410,2.4,4.9,.482,.547,2.7,3.9,.687,1.2,7.9,9.1,6.5,1.8,1.6,2.1,3.5,13.1,2017
Blake Griffin,PF,27,LAC,3,3,33.0,8.3,17.0,.490,1.3,2.0,.667,7.0,15.0,.467,.529,2.3,2.3,1.000,1.0,5.0,6.0,2.3,0.7,0.3,2.0,0.7,20.3,2017
James Harden,PG,27,HOU,11,11,37.0,8.2,19.8,.413,2.9,10.5,.278,5.3,9.4,.563,.486,9.2,10.5,.878,0.6,4.8,5.5,8.5,1.9,0.5,5.4,3.9,28.5,2017
Al Horford,C,30,BOS,18,18,33.9,6.2,10.6,.584,1.5,2.9,.519,4.7,7.7,.609,.655,1.2,1.6,.759,1.7,4.8,6.6,5.4,0.8,0.8,1.8,1.8,15.1,2017
Dwight Howard,C,31,ATL,6,6,26.2,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,2.0,3.2,.632,3.0,7.7,10.7,1.3,1.0,0.8,1.8,3.5,8.0,2017
Andre Iguodala,SF,33,GSW,16,0,26.2,2.9,6.3,.455,0.5,2.6,.190,2.4,3.7,.644,.495,0.9,1.6,.577,0.6,3.5,4.1,3.2,0.9,0.4,1.0,1.8,7.2,2017
Kyrie Irving,PG,24,CLE,18,18,36.3,9.6,20.6,.468,2.4,6.6,.373,7.2,14.0,.512,.527,4.2,4.7,.905,0.7,2.1,2.8,5.3,1.3,0.4,2.7,2.1,25.9,2017
LeBron James,SF,32,CLE,18,18,41.3,12.1,21.3,.565,2.4,5.9,.411,9.6,15.4,.625,.622,6.3,9.0,.698,1.1,8.1,9.1,7.8,1.9,1.3,4.0,2.4,32.8,2017
Joe Johnson,SF,35,UTA,11,2,29.6,5.3,12.1,.436,1.4,4.1,.333,3.9,8.0,.489,.492,1.0,1.4,.733,0.7,3.2,3.9,2.5,0.5,0.1,1.2,1.9,12.9,2017
DeAndre Jordan,C,28,LAC,7,7,37.7,6.1,8.7,.705,0.0,0.1,.000,6.1,8.6,.717,.705,3.1,8.0,.393,3.6,10.9,14.4,0.7,0.4,0.9,2.4,4.1,15.4,2017
Kyle Korver,SG,35,CLE,18,0,18.1,1.9,4.4,.425,1.5,3.8,.391,0.4,0.6,.636,.594,0.6,0.6,1.000,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,2017
David Lee,PF,33,SAS,15,4,16.3,1.7,3.2,.521,0.0,0.1,.000,1.7,3.1,.532,.521,0.7,1.1,.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,2017
Kawhi Leonard,SF,25,SAS,12,12,35.8,8.8,16.8,.525,2.1,4.6,.455,6.8,12.3,.551,.587,7.9,8.5,.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.7,2017
Damian Lillard,PG,26,POR,4,4,37.8,9.8,22.5,.433,2.3,8.0,.281,7.5,14.5,.517,.483,6.0,6.3,.960,1.0,3.5,4.5,3.3,1.3,0.5,3.3,2.8,27.8,2017
Kevin Love,PF,28,CLE,18,18,32.1,5.3,12.1,.436,2.8,6.2,.450,2.5,5.9,.421,.550,3.5,4.2,.840,2.0,8.6,10.6,1.7,1.2,0.9,1.7,2.6,16.8,2017
Kyle Lowry,PG,30,TOR,8,8,37.5,5.4,11.6,.462,1.6,4.8,.342,3.8,6.9,.545,.532,3.4,4.1,.818,0.4,2.8,3.1,5.9,1.5,0.5,2.1,3.3,15.8,2017
Khris Middleton,SF,25,MIL,6,6,38.5,5.2,13.0,.397,1.2,3.2,.368,4.0,9.8,.407,.442,3.0,3.7,.818,0.0,4.7,4.7,5.3,2.0,0.0,1.8,2.8,14.5,2017
Paul Millsap,PF,31,ATL,6,6,36.5,8.3,16.5,.505,0.5,2.8,.176,7.8,13.7,.573,.520,7.2,8.8,.811,1.5,7.8,9.3,4.3,1.7,0.7,3.8,3.2,24.3,2017
Victor Oladipo,SG,24,OKC,5,5,36.2,4.2,12.2,.344,1.2,5.0,.240,3.0,7.2,.417,.393,1.2,1.2,1.000,0.4,5.2,5.6,2.0,1.4,0.6,1.2,3.4,10.8,2017
Tony Parker,PG,34,SAS,8,8,26.4,6.4,12.1,.526,1.4,2.4,.579,5.0,9.8,.513,.582,1.8,1.8,1.000,0.3,2.3,2.5,3.1,0.5,0.0,1.5,1.3,15.9,2017
Chris Paul,PG,31,LAC,7,7,37.1,9.6,19.3,.496,2.0,5.4,.368,7.6,13.9,.546,.548,4.1,4.7,.879,0.6,4.4,5.0,9.9,1.7,0.1,2.7,3.4,25.3,2017
Zach Randolph,PF,35,MEM,6,4,31.8,5.8,13.8,.422,0.2,1.2,.143,5.7,12.7,.447,.428,1.3,1.8,.727,1.5,6.7,8.2,0.7,0.8,0.3,1.2,2.3,13.2,2017
Rajon Rondo,PG,30,CHI,2,2,33.5,5.5,13.0,.423,0.0,3.0,.000,5.5,10.0,.550,.423,0.5,1.0,.500,3.5,5.0,8.5,10.0,3.5,0.5,2.0,3.0,11.5,2017
Jeff Teague,PG,28,IND,4,4,35.5,5.5,11.3,.489,2.3,4.3,.529,3.3,7.0,.464,.589,3.8,4.5,.833,0.0,3.3,3.3,6.3,1.0,0.8,2.0,3.0,17.0,2017
Klay Thompson,SG,26,GSW,17,17,35.1,5.5,13.9,.397,2.4,6.2,.387,3.1,7.7,.405,.483,1.5,1.9,.788,0.6,3.2,3.9,2.1,0.8,0.3,1.4,2.6,15.0,2017
Dwyane Wade,SG,35,CHI,6,6,31.7,5.3,14.3,.372,1.0,2.8,.353,4.3,11.5,.377,.407,3.3,3.5,.952,1.0,4.0,5.0,4.0,0.8,1.3,1.7,1.3,15.0,2017
John Wall,PG,26,WAS,13,13,39.0,9.8,21.6,.452,1.6,4.7,.344,8.2,16.9,.482,.489,6.0,7.2,.839,0.5,3.2,3.7,10.3,1.7,1.2,4.2,2.0,27.2,2017
Russell Westbrook,PG,28,OKC,5,5,38.8,11.8,30.4,.388,2.6,9.8,.265,9.2,20.6,.447,.431,11.2,14.0,.800,1.8,9.8,11.6,10.8,2.4,0.4,6.0,3.2,37.4,2017
Deron Williams,PG,32,CLE,18,0,14.6,1.6,3.6,.438,0.7,1.7,.387,0.9,1.8,.485,.531,0.6,0.6,.909,0.2,1.1,1.3,2.1,0.6,0.1,0.9,1.6,4.3,2017
LaMarcus Aldridge,C,32,SAS,5,5,35.4,7.4,16.0,.463,0.6,1.0,.600,6.8,15.0,.453,.481,8.2,8.4,.976,2.6,6.6,9.2,2.4,0.6,0.4,1.8,1.8,23.6,2018
Giannis Antetokounmpo,PF,23,MIL,7,7,40.0,9.9,17.3,.570,0.6,2.0,.286,9.3,15.3,.607,.587,5.4,7.9,.691,1.1,8.4,9.6,6.3,1.4,0.9,2.4,4.0,25.7,2018
Bradley Beal,SG,24,WAS,6,6,36.0,8.2,18.0,.454,3.5,7.5,.467,4.7,10.5,.444,.551,3.3,3.8,.870,0.3,3.0,3.3,2.8,1.2,0.3,2.5,3.2,23.2,2018
Jimmy Butler,SG,28,MIN,5,5,34.0,5.6,12.6,.444,1.6,3.4,.471,4.0,9.2,.435,.508,3.0,3.6,.833,0.6,5.4,6.0,4.0,0.8,0.2,1.0,1.8,15.8,2018
Stephen Curry,PG,29,GSW,15,14,37.0,9.1,20.3,.451,4.3,10.8,.395,4.9,9.5,.514,.556,3.0,3.1,.957,0.6,5.5,6.1,5.4,1.7,0.7,2.9,2.5,25.5,2018
Anthony Davis,PF,24,NOP,9,9,39.8,11.8,22.7,.520,0.7,2.4,.273,11.1,20.2,.549,.534,5.9,7.1,.828,2.7,10.8,13.4,1.7,2.0,2.3,2.6,3.3,30.1,2018
DeMar DeRozan,SG,28,TOR,10,10,35.4,8.7,19.9,.437,1.0,3.5,.286,7.7,16.4,.470,.462,4.3,5.3,.811,0.6,3.0,3.6,4.0,0.5,0.6,2.3,2.4,22.7,2018
Goran Dragic,PG,31,MIA,5,5,31.2,7.0,15.0,.467,1.6,4.2,.381,5.4,10.8,.500,.520,3.0,4.4,.682,0.6,2.0,2.6,4.6,1.0,0.0,3.0,3.0,18.6,2018
Kevin Durant,SF,29,GSW,21,21,38.4,10.1,20.7,.487,2.2,6.6,.341,7.9,14.1,.556,.541,6.5,7.2,.901,0.6,7.1,7.8,4.7,0.7,1.2,2.4,2.0,29.0,2018
Joel Embiid,C,23,PHI,8,8,34.8,7.5,17.3,.435,1.0,3.6,.276,6.5,13.6,.477,.464,5.4,7.6,.705,2.9,9.8,12.6,3.0,0.9,1.8,3.6,3.9,21.4,2018
Pau Gasol,C,37,SAS,5,0,18.0,2.0,4.0,.500,0.2,0.6,.333,1.8,3.4,.529,.525,1.8,2.0,.900,0.4,4.4,4.8,2.8,0.0,0.2,1.2,1.0,6.0,2018
Paul George,SF,27,OKC,6,6,41.8,8.2,20.0,.408,3.2,8.7,.365,5.0,11.3,.441,.488,5.2,6.0,.861,0.7,5.3,6.0,2.7,1.3,0.7,4.0,2.8,24.7,2018
Draymond Green,PF,27,GSW,21,21,39.0,4.0,9.1,.432,1.0,3.8,.266,3.0,5.4,.549,.487,1.9,2.3,.796,2.0,8.6,10.6,8.1,2.0,1.5,3.0,3.6,10.8,2018
James Harden,SG,28,HOU,17,17,36.5,9.3,22.6,.410,3.1,10.2,.299,6.2,12.4,.502,.478,6.9,7.8,.887,0.8,4.4,5.2,6.8,2.2,0.6,3.8,2.7,28.6,2018
Jrue Holiday,SG,27,NOP,9,9,38.7,9.8,18.9,.518,1.8,5.6,.320,8.0,13.3,.600,.565,2.3,3.3,.700,1.0,4.7,5.7,6.3,1.1,0.6,2.6,2.4,23.7,2018
Al Horford,C,31,BOS,19,19,35.7,5.8,10.7,.544,0.8,2.3,.349,5.1,8.5,.596,.581,3.3,3.9,.827,1.7,6.6,8.3,3.3,1.0,1.2,1.7,2.1,15.7,2018
Andre Iguodala,SF,34,GSW,15,12,26.7,2.8,5.7,.494,0.9,2.5,.378,1.9,3.2,.583,.576,1.6,2.3,.706,0.7,3.8,4.5,2.7,1.4,0.5,0.9,1.9,8.1,2018
LeBron James,PF,33,CLE,22,22,41.9,12.5,23.2,.539,1.8,5.2,.342,10.7,18.0,.596,.577,7.2,9.7,.746,1.4,7.7,9.1,9.0,1.4,1.0,4.3,2.4,34.0,2018
Joe Johnson,SF,36,HOU,8,0,6.8,0.8,2.1,.353,0.0,0.4,.000,0.8,1.8,.429,.353,0.0,0.0,,0.0,1.3,1.3,0.4,0.0,0.1,0.4,0.5,1.5,2018
Kyle Korver,SG,36,CLE,22,11,23.0,2.7,6.4,.418,2.0,5.0,.413,0.6,1.5,.438,.578,0.9,1.0,.864,0.3,2.1,2.4,0.9,0.4,0.4,0.6,2.0,8.3,2018
Damian Lillard,PG,27,POR,4,4,40.5,6.3,17.8,.352,2.3,7.5,.300,4.0,10.3,.390,.415,3.8,4.3,.882,0.8,3.8,4.5,4.8,1.3,0.0,4.0,2.0,18.5,2018
Kevin Love,C,29,CLE,21,21,31.4,5.2,13.2,.392,1.7,5.0,.340,3.5,8.2,.424,.457,2.8,3.0,.922,2.3,7.9,10.2,1.6,0.7,0.4,2.0,2.8,14.9,2018
Kyle Lowry,PG,31,TOR,10,10,36.1,6.0,11.8,.508,2.8,6.3,.444,3.2,5.5,.582,.627,2.6,3.2,.813,0.2,4.1,4.3,8.5,1.5,0.0,3.1,3.3,17.4,2018
Khris Middleton,SF,26,MIL,7,7,39.3,9.6,16.0,.598,3.6,5.9,.610,6.0,10.1,.592,.710,2.0,2.7,.737,0.1,5.0,5.1,3.1,0.9,0.7,2.3,4.3,24.7,2018
Victor Oladipo,SG,25,IND,7,7,37.3,7.6,18.1,.417,3.3,8.1,.404,4.3,10.0,.429,.508,4.3,5.9,.732,0.4,7.9,8.3,6.0,2.4,0.4,3.4,1.6,22.7,2018
Tony Parker,PG,35,SAS,5,0,13.4,2.8,7.4,.378,0.0,1.0,.000,2.8,6.4,.438,.378,1.0,1.4,.714,0.0,0.8,0.8,1.2,0.4,0.0,0.8,0.4,6.6,2018
Chris Paul,PG,32,HOU,15,15,34.5,7.9,17.1,.459,2.5,6.6,.374,5.4,10.5,.513,.531,2.9,3.5,.830,0.6,5.3,5.9,5.8,2.0,0.3,1.9,3.1,21.1,2018
Rajon Rondo,PG,31,NOP,9,9,33.6,4.2,10.2,.413,0.9,2.1,.421,3.3,8.1,.411,.457,1.0,1.6,.643,1.0,6.6,7.6,12.2,1.4,0.2,3.7,2.2,10.3,2018
Ben Simmons,PG,21,PHI,10,10,36.9,6.1,12.5,.488,0.0,0.1,.000,6.1,12.4,.492,.488,4.1,5.8,.707,1.6,7.8,9.4,7.7,1.7,0.8,4.4,3.4,16.3,2018
Jeff Teague,PG,29,MIN,5,5,30.6,4.6,10.2,.451,1.4,3.6,.389,3.2,6.6,.485,.520,2.4,3.4,.706,0.6,3.0,3.6,5.8,0.6,0.4,2.8,3.8,13.0,2018
Klay Thompson,SG,27,GSW,21,21,37.8,7.6,16.3,.465,3.2,7.5,.427,4.4,8.8,.497,.563,1.3,1.5,.871,0.5,3.6,4.1,1.8,0.8,0.3,1.5,2.3,19.6,2018
Dwyane Wade,SG,36,MIA,5,0,25.4,6.2,14.0,.443,0.0,0.8,.000,6.2,13.2,.470,.443,4.2,5.2,.808,0.6,3.6,4.2,3.6,1.4,0.2,2.2,2.2,16.6,2018
John Wall,PG,27,WAS,6,6,39.0,9.3,21.2,.441,0.7,3.5,.190,8.7,17.7,.491,.457,6.7,7.8,.851,0.5,5.2,5.7,11.5,2.3,1.3,4.5,2.7,26.0,2018
Russell Westbrook,PG,29,OKC,6,6,39.2,10.7,26.8,.398,2.5,7.0,.357,8.2,19.8,.412,.444,5.5,6.7,.825,1.8,10.2,12.0,7.5,1.5,0.0,5.2,3.5,29.3,2018
LaMarcus Aldridge,C,33,SAS,7,7,34.9,7.9,17.3,.455,0.4,1.6,.273,7.4,15.7,.473,.467,3.9,4.7,.818,2.7,6.9,9.6,2.7,0.7,1.0,1.0,3.0,20.0,2019
Giannis Antetokounmpo,PF,24,MIL,15,15,34.3,8.6,17.5,.492,1.2,3.7,.327,7.4,13.8,.536,.527,7.1,11.2,.637,2.5,9.8,12.3,4.9,1.1,2.0,3.3,3.2,25.5,2019
Jimmy Butler,SF,29,PHI,12,12,35.1,6.6,14.6,.451,1.0,3.8,.267,5.6,10.8,.515,.486,5.3,6.0,.875,1.8,4.3,6.1,5.2,1.4,0.6,1.8,1.7,19.4,2019
Stephen Curry,PG,30,GSW,22,22,38.5,8.6,19.6,.441,4.2,11.1,.377,4.5,8.5,.524,.548,6.7,7.1,.943,0.8,5.2,6.0,5.7,1.1,0.2,3.0,3.1,28.2,2019
DeMar DeRozan,SG,29,SAS,7,7,35.9,8.3,17.0,.487,0.0,0.1,.000,8.3,16.9,.492,.487,5.4,6.3,.864,1.4,5.3,6.7,4.6,1.1,0.1,1.7,2.3,22.0,2019
